old_symbol	new_symbol
FAM127C	RTL8B
RTL8C	RTL8C
Mart8	RTL8C
Mar8	RTL8C
MAR8C	RTL8C
SIRH5	RTL8C
CXX1	RTL8C
FAM127A	RTL8C
RTL9	RTL9
KIAA1318	RTL9
Mart9	RTL9
Mar9	RTL9
SIRH10	RTL9
RGAG1	RTL9
RTL10	RTL10
FLJ21125	RTL10
BOP	RTL10
C22orf29	RTL10
RTN1	RTN1
NSP	RTN1
RTN2	RTN2
NSP2	RTN2
NSPL1	RTN2
SPG12	RTN2
RTN3	RTN3
NSPL2	RTN3
NSPLII	RTN3
ASYIP	RTN3
HAP	RTN3
RTN3-A1	RTN3
RTN4	RTN4
NSP-CL	RTN4
KIAA0886	RTN4
NOGO	RTN4
ASY	RTN4
RTN4IP1	RTN4IP1
NIMP	RTN4IP1
RTN4R	RTN4R
NOGOR	RTN4R
RTN4RL1	RTN4RL1
NGRH2	RTN4RL1
NgR3	RTN4RL1
DKFZp547J144	RTN4RL1
RTN4RL2	RTN4RL2
NgR2	RTN4RL2
NGRH1	RTN4RL2
RTP1	RTP1
MGC35450	RTP1
Z3CXXC1	RTP1
RTP2	RTP2
MGC78665	RTP2
Z3CXXC2	RTP2
RTP3	RTP3
LTM1	RTP3
Z3CXXC3	RTP3
TMEM7	RTP3
RTP4	RTP4
IFRG28	RTP4
Z3CXXC4	RTP4
RTP5	RTP5
FLJ33590	RTP5
Z3CXXC5	RTP5
C2orf85	RTP5
CXXC11	RTP5
RTRAF	RTRAF
CGI-99	RTRAF
RLLM1	RTRAF
CLE	RTRAF
CLE7	RTRAF
LCRP369	RTRAF
hCLE1	RTRAF
C14orf166	RTRAF
RTTN	RTTN
DKFZP434G145	RTTN
RUBCN	RUBCN
rubicon	RUBCN
rundataxin	RUBCN
KIAA0226	RUBCN
RUBCNL	RUBCNL
FLJ21562	RUBCNL
C13orf18	RUBCNL
KIAA0226L	RUBCNL
RUFY1	RUFY1
FLJ22251	RUFY1
ZFYVE12	RUFY1
RABIP4	RUFY1
RUFY2	RUFY2
RABIP4R	RUFY2
FLJ10063	RUFY2
KIAA1537	RUFY2
ZFYVE13	RUFY2
RUFY3	RUFY3
RIPx	RUFY3
KIAA0871	RUFY3
Singar1	RUFY3
ZFYVE30	RUFY3
RUFY4	RUFY4
FLJ46536	RUFY4
ZFYVE31	RUFY4
RUNDC1	RUNDC1
DKFZp761H0421	RUNDC1
RUNDC3A	RUNDC3A
RPIP8	RUNDC3A
RAP2IP	RUNDC3A
RUNDC3B	RUNDC3B
RPIP9	RUNDC3B
RPIB9	RUNDC3B
RUNX1	RUNX1
PEBP2A2	RUNX1
AMLCR1	RUNX1
AML1	RUNX1
CBFA2	RUNX1
RUNX1T1	RUNX1T1
CDR	RUNX1T1
ETO	RUNX1T1
MTG8	RUNX1T1
ZMYND2	RUNX1T1
AML1T1	RUNX1T1
CBFA2T1	RUNX1T1
RUNX2	RUNX2
AML3	RUNX2
PEBP2A1	RUNX2
PEBP2aA1	RUNX2
CCD	RUNX2
CBFA1	RUNX2
CCD1	RUNX2
RUNX3	RUNX3
AML2	RUNX3
PEBP2A3	RUNX3
CBFA3	RUNX3
RUSC1	RUSC1
NESCA	RUSC1
RUSC2	RUSC2
KIAA0375	RUSC2
RUVBL1	RUVBL1
TIP49	RUVBL1
NMP238	RUVBL1
RVB1	RUVBL1
TIP49a	RUVBL1
Pontin52	RUVBL1
ECP54	RUVBL1
TIH1	RUVBL1
Rvb1	RUVBL1
INO80H	RUVBL1
RUVBL2	RUVBL2
RVB2	RUVBL2
TIP48	RUVBL2
TIP49b	RUVBL2
Reptin52	RUVBL2
ECP51	RUVBL2
TIH2	RUVBL2
INO80J	RUVBL2
Rvb2	RUVBL2
RWDD1	RWDD1
PTD013	RWDD1
RWDD2A	RWDD2A
MGC13523	RWDD2A
dJ747H23.2	RWDD2A
RWDD2	RWDD2A
RWDD2B	RWDD2B
GL011	RWDD2B
C21orf6	RWDD2B
RWDD3	RWDD3
DKFZP566K023	RWDD3
RWDD4	RWDD4
MGC10198	RWDD4
FAM28A	RWDD4
RWDD4A	RWDD4
RXFP1	RXFP1
RXFPR1	RXFP1
LGR7	RXFP1
RXFP2	RXFP2
GREAT	RXFP2
GPR106	RXFP2
INSL3R	RXFP2
RXFPR2	RXFP2
LGR8	RXFP2
RXFP3	RXFP3
SALPR	RXFP3
GPCR135	RXFP3
RXFPR3	RXFP3
RLN3R1	RXFP3
RXFP4	RXFP4
GPCR142	RXFP4
RXFPR4	RXFP4
GPR100	RXFP4
RLN3R2	RXFP4
RXRA	RXRA
NR2B1	RXRA
RXRB	RXRB
NR2B2	RXRB
H-2RIIBP	RXRB
RCoR-1	RXRB
RXRG	RXRG
NR2B3	RXRG
RXYLT1	RXYLT1
HP10481	RXYLT1
TMEM5	RXYLT1
RYBP	RYBP
YEAF1	RYBP
AAP1	RYBP
DEDAF	RYBP
RYK	RYK
D3S3195	RYK
RYK1	RYK
JTK5	RYK
JTK5A	RYK
RYR1	RYR1
RYR	RYR1
PPP1R137	RYR1
MHS	RYR1
MHS1	RYR1
CCO	RYR1
RYR2	RYR2
ARVC2	RYR2
VTSIP	RYR2
ARVD2	RYR2
RYR3	RYR3
S1PR1	S1PR1
edg-1	S1PR1
D1S3362	S1PR1
CD363	S1PR1
EDG1	S1PR1
S1PR2	S1PR2
Gpcr13	S1PR2
H218	S1PR2
AGR16	S1PR2
EDG5	S1PR2
DFNB68	S1PR2
S1PR3	S1PR3
EDG-3	S1PR3
EDG3	S1PR3
S1PR4	S1PR4
EDG6	S1PR4
S1PR5	S1PR5
Edg-8	S1PR5
EDG8	S1PR5
S100A1	S100A1
S100-alpha	S100A1
S100A	S100A1
S100A2	S100A2
CAN19	S100A2
S100L	S100A2
S100A3	S100A3
S100E	S100A3
S100A4	S100A4
P9KA	S100A4
18A2	S100A4
PEL98	S100A4
42A	S100A4
FSP1	S100A4
MTS1	S100A4
CAPL	S100A4
S100A5	S100A5
S100D	S100A5
S100A6	S100A6
2A9	S100A6
PRA	S100A6
CABP	S100A6
CACY	S100A6
S100A7	S100A7
S100A7c	S100A7
PSOR1	S100A7
S100A7A	S100A7A
S100A7f	S100A7A
S100A15	S100A7A
S100A7L1	S100A7A
S100A8	S100A8
P8	S100A8
MRP8	S100A8
60B8AG	S100A8
CGLA	S100A8
CAGA	S100A8
CFAG	S100A8
S100A9	S100A9
P14	S100A9
MIF	S100A9
NIF	S100A9
LIAG	S100A9
MRP14	S100A9
MAC387	S100A9
60B8AG	S100A9
CGLB	S100A9
CAGB	S100A9
CFAG	S100A9
S100A10	S100A10
P11	S100A10
42C	S100A10
CLP11	S100A10
ANX2LG	S100A10
CAL1L	S100A10
S100A11	S100A11
S100C	S100A11
S100A12	S100A12
p6	S100A12
MRP6	S100A12
CGRP	S100A12
CAAF1	S100A12
CAGC	S100A12
ENRAGE	S100A12
S100A13	S100A13
S100A14	S100A14
S100A15	S100A14
BCMP84	S100A14
S100A16	S100A16
S100F	S100A16
DT1P1A7	S100A16
MGC17528	S100A16
S100B	S100B
S100beta	S100B
S100G	S100G
CABP9K	S100G
CABP1	S100G
CALB3	S100G
S100P	S100P
S100PBP	S100PBP
FLJ12903	S100PBP
S100PBPR	S100PBP
S100Z	S100Z
Gm625	S100Z
S100-zeta	S100Z
SAA1	SAA1
PIG4	SAA1
TP53I4	SAA1
SAA	SAA1
SAA2	SAA2
SAA4	SAA4
C-SAA	SAA4
CSAA	SAA4
SAAL1	SAAL1
FLJ41463	SAAL1
SAC3D1	SAC3D1
HSU79266	SAC3D1
SHD1	SAC3D1
SACM1L	SACM1L
SAC1	SACM1L
KIAA0851	SACM1L
SACS	SACS
ARSACS	SACS
KIAA0730	SACS
DKFZp686B15167	SACS
DNAJC29	SACS
SPAX6	SACS
PPP1R138	SACS
SAE1	SAE1
AOS1	SAE1
FLJ3091	SAE1
Sua1	SAE1
SAFB	SAFB
HET	SAFB
SAFB1	SAFB
SAFB2	SAFB2
KIAA0138	SAFB2
SAG	SAG
ARRESTIN	SAG
RP47	SAG
SAGE1	SAGE1
SAGE	SAGE1
CT14	SAGE1
SALL1	SALL1
Hsal1	SALL1
ZNF794	SALL1
TBS	SALL1
SALL2	SALL2
KIAA0360	SALL2
Hsal2	SALL2
ZNF795	SALL2
SALL3	SALL3
ZNF796	SALL3
SALL4	SALL4
dJ1112F19.1	SALL4
ZNF797	SALL4
SAMD1	SAMD1
SAMD3	SAMD3
bA73O6.2	SAMD3
FLJ34032	SAMD3
SAMD4A	SAMD4A
KIAA1053	SAMD4A
DKFZP434H0350	SAMD4A
Smaug	SAMD4A
SMG	SAMD4A
SMGA	SAMD4A
hSmaug1	SAMD4A
SAMD4	SAMD4A
SAMD4B	SAMD4B
FLJ10211	SAMD4B
MGC99832	SAMD4B
SMGB	SAMD4B
hSmaug2	SAMD4B
SAMD5	SAMD5
dJ875H10.1	SAMD5
SAMD7	SAMD7
DKFZp686E1583	SAMD7
SAMD8	SAMD8
FLJ25082	SAMD8
SMSr	SAMD8
SAMD9	SAMD9
KIAA2004	SAMD9
FLJ20073	SAMD9
C7orf5	SAMD9
SAMD9L	SAMD9L
KIAA2005	SAMD9L
FLJ39885	SAMD9L
C7orf6	SAMD9L
SAMD10	SAMD10
C20orf136	SAMD10
SAMD11	SAMD11
MGC45873	SAMD11
SAMD12	SAMD12
FLJ39458	SAMD12
SAMD13	SAMD13
SAMD14	SAMD14
FLJ36890	SAMD14
SAMD15	SAMD15
FLJ35963	SAMD15
FAM15A	SAMD15
C14orf174	SAMD15
SAMHD1	SAMHD1
SBBI88	SAMHD1
Mg11	SAMHD1
HDDC1	SAMHD1
MOP-5	SAMHD1
AGS5	SAMHD1
SAMM50	SAMM50
CGI-51	SAMM50
TRG-3	SAMM50
YNL026W	SAMM50
OMP85	SAMM50
TOB55	SAMM50
SAM50	SAMM50
SAMSN1	SAMSN1
NASH1	SAMSN1
SASH2	SAMSN1
SH3D6B	SAMSN1
HACS1	SAMSN1
SLy2	SAMSN1
SAP18	SAP18
SAP18p	SAP18
2HOR0202	SAP18
MGC27131	SAP18
SAP25	SAP25
FLJ00248	SAP25
SAP30	SAP30
SAP30BP	SAP30BP
HCNGP	SAP30BP
HTRG	SAP30BP
HTRP	SAP30BP
SAP30L	SAP30L
FLJ11526	SAP30L
NS4ATP2	SAP30L
SAP130	SAP130
FLJ12761	SAP130
SAPCD1	SAPCD1
NG23	SAPCD1
C6orf26	SAPCD1
SAPCD2	SAPCD2
p42.3	SAPCD2
C9orf140	SAPCD2
SAR1A	SAR1A
SAR1	SAR1A
Sara	SAR1A
SARA1	SAR1A
SAR1B	SAR1B
SARA2	SAR1B
SARAF	SARAF
MGC8721	SARAF
TMEM66	SARAF
SARDH	SARDH
SDH	SARDH
DMGDHL1	SARDH
SARM1	SARM1
SARM	SARM1
SAMD2	SARM1
KIAA0524	SARM1
SARNP	SARNP
THO1	SARNP
Hcc-1	SARNP
CIP29	SARNP
SARS	SARS
SERS	SARS
SARS2	SARS2
FLJ20450	SARS2
mtSerRS	SARS2
SerRSmt	SARS2
SARS	SARS2
SERS	SARS2
SYS	SARS2
SARSM	SARS2
SART1	SART1
Ara1	SART1
Snu66	SART1
SNRNP110	SART1
HAF	SART1
SART3	SART3
KIAA0156	SART3
RP11-13G14	SART3
TIP110	SART3
p110	SART3
SASH1	SASH1
KIAA0790	SASH1
dJ323M4.1	SASH1
SH3D6A	SASH1
SASH3	SASH3
SLY	SASH3
753P9	SASH3
SH3D6C	SASH3
HACS2	SASH3
CXorf9	SASH3
SASS6	SASS6
DKFZp761A078	SASS6
SAS-6	SASS6
FLJ22097	SASS6
SAS6	SASS6
SAT1	SAT1
SSAT	SAT1
SAT	SAT1
SAT2	SAT2
SSAT2	SAT2
SATB1	SATB1
SATB2	SATB2
KIAA1034	SATB2
FLJ21474	SATB2
SATL1	SATL1
SAV1	SAV1
WW45	SAV1
WWP4	SAV1
salvador	SAV1
SAXO1	SAXO1
MGC35182	SAXO1
C9orf138	SAXO1
FAM154A	SAXO1
SAXO2	SAXO2
DKFZp666G057	SAXO2
FAM154B	SAXO2
SAYSD1	SAYSD1
FLJ11101	SAYSD1
C6orf64	SAYSD1
SBDS	SBDS
CGI-97	SBDS
FLJ10917	SBDS
SDS	SBDS
SWDS	SBDS
SBF1	SBF1
MTMR5	SBF1
DENND7A	SBF1
SBF2	SBF2
KIAA1766	SBF2
MTMR13	SBF2
DENND7B	SBF2
CMT4B2	SBF2
SBK1	SBK1
Sbk	SBK1
SBK2	SBK2
SGK069	SBK2
SBK3	SBK3
SgK110	SBK3
SBNO1	SBNO1
MOP3	SBNO1
FLJ10701	SBNO1
FLJ10833	SBNO1
Sno	SBNO1
SBNO2	SBNO2
FLJ00173	SBNO2
Stno	SBNO2
Sno	SBNO2
KIAA0963	SBNO2
SBSN	SBSN
UNQ698	SBSN
HLAR698	SBSN
SBSPON	SBSPON
RPESP	SBSPON
C8orf84	SBSPON
SC5D	SC5D
SC5DL	SC5D
SCAF1	SCAF1
SR-A1	SCAF1
FLJ00034	SCAF1
SCAF4	SCAF4
KIAA1172	SCAF4
DKFZp434E098	SCAF4
SRA4	SCAF4
SFRS15	SCAF4
SCAF8	SCAF8
KIAA1116	SCAF8
RBM16	SCAF8
SCAF11	SCAF11
SIP1	SCAF11
SRRP129	SCAF11
CASP11	SCAF11
SFRS2IP	SCAF11
SRSF2IP	SCAF11
SCAI	SCAI
FLJ36664	SCAI
NET40	SCAI
C9orf126	SCAI
SCAMP1	SCAMP1
SCAMP37	SCAMP1
SCAMP2	SCAMP2
SCAMP3	SCAMP3
C1orf3	SCAMP3
SCAMP4	SCAMP4
FLJ33847	SCAMP4
SCAMP5	SCAMP5
MGC24969	SCAMP5
SCAND1	SCAND1
SDP1	SCAND1
RAZ1	SCAND1
SCAP	SCAP
KIAA0199	SCAP
SCAPER	SCAPER
Zfp291	SCAPER
ZNF291	SCAPER
SCARA3	SCARA3
CSR1	SCARA3
CSR	SCARA3
MSLR1	SCARA3
APC7	SCARA3
MSRL1	SCARA3
SCARA5	SCARA5
FLJ23907	SCARA5
MGC45780	SCARA5
NET33	SCARA5
SCARB1	SCARB1
SRB1	SCARB1
CLA-1	SCARB1
CLA1	SCARB1
SR-BI	SCARB1
CD36L1	SCARB1
SCARB2	SCARB2
HLGP85	SCARB2
LIMPII	SCARB2
SR-BII	SCARB2
LIMP-2	SCARB2
CD36L2	SCARB2
SCARF1	SCARF1
SREC	SCARF1
KIAA0149	SCARF1
SREC1	SCARF1
SCARF2	SCARF2
SREC-II	SCARF2
SREC2	SCARF2
HUMZD58C02	SCARF2
SCCPDH	SCCPDH
CGI-49	SCCPDH
NET11	SCCPDH
SCD	SCD
FADS5	SCD
SCDOS	SCD
SCD5	SCD5
ACOD4	SCD5
FLJ21032	SCD5
FADS4	SCD5
HSCD5	SCD5
SCD4	SCD5
SCEL	SCEL
FLJ21667	SCEL
MGC22531	SCEL
SCFD1	SCFD1
RA410	SCFD1
KIAA0917	SCFD1
STXBP1L2	SCFD1
SLY1	SCFD1
C14orf163	SCFD1
SCFD2	SCFD2
STXBP1L1	SCFD2
FLJ39514	SCFD2
SCG2	SCG2
CHGC	SCG2
SgII	SCG2
SN	SCG2
SCG3	SCG3
SgIII	SCG3
FLJ90833	SCG3
SCG5	SCG5
7B2	SCG5
SgV	SCG5
SGNE1	SCG5
SCGB1A1	SCGB1A1
CC10	SCGB1A1
CCSP	SCGB1A1
CC16	SCGB1A1
UGB	SCGB1A1
SCGB1C1	SCGB1C1
RYD5	SCGB1C1
SCGB1C2	SCGB1C2
SCGB1D1	SCGB1D1
LPHA	SCGB1D1
LIPA	SCGB1D1
MGC71958	SCGB1D1
SCGB1D2	SCGB1D2
LPHB	SCGB1D2
LIPB	SCGB1D2
SCGB1D4	SCGB1D4
IIS	SCGB1D4
SCGB2A1	SCGB2A1
UGB3	SCGB2A1
LPHC	SCGB2A1
MGC71973	SCGB2A1
MGB2	SCGB2A1
SCGB2A2	SCGB2A2
UGB2	SCGB2A2
MGC71974	SCGB2A2
MGB1	SCGB2A2
SCGB2B2	SCGB2B2
SCGB4A2	SCGB2B2
SCGBL	SCGB2B2
SCGB3A1	SCGB3A1
UGRP2	SCGB3A1
HIN-1	SCGB3A1
HIN1	SCGB3A1
LU105	SCGB3A1
PnSP-2	SCGB3A1
SCGB3A2	SCGB3A2
UGRP1	SCGB3A2
LU103	SCGB3A2
PNSP1	SCGB3A2
SCGN	SCGN
SECRET	SCGN
DJ501N12.8	SCGN
SEGN	SCGN
CALBL	SCGN
SCHIP1	SCHIP1
SCHIP-1	SCHIP1
SCIMP	SCIMP
DTFT5783	SCIMP
UNQ5783	SCIMP
FLJ32580	SCIMP
MGC163426	SCIMP
MGC163428	SCIMP
C17orf87	SCIMP
SCIN	SCIN
KIAA1905	SCIN
SCLT1	SCLT1
hCAP-1A	SCLT1
FLJ30655	SCLT1
SCLY	SCLY
SCL	SCLY
SCMH1	SCMH1
Scml3	SCMH1
SCML1	SCML1
SCML2	SCML2
SCML4	SCML4
dJ47M23.1	SCML4
SCN1A	SCN1A
Nav1.1	SCN1A
GEFSP2	SCN1A
HBSCI	SCN1A
NAC1	SCN1A
SMEI	SCN1A
SCN1	SCN1A
FEB3	SCN1A
SCN1B	SCN1B
SCN2A	SCN2A
Nav1.2	SCN2A
HBSCII	SCN2A
HBSCI	SCN2A
SCN2A1	SCN2A
SCN2A2	SCN2A
SCN2B	SCN2B
SCN3A	SCN3A
Nav1.3	SCN3A
SCN3B	SCN3B
HSA243396	SCN3B
SCN4A	SCN4A
Nav1.4	SCN4A
HYPP	SCN4A
SkM1	SCN4A
HYKPP	SCN4A
SCN4B	SCN4B
LQT10	SCN4B
SCN5A	SCN5A
Nav1.5	SCN5A
LQT3	SCN5A
HB1	SCN5A
HBBD	SCN5A
PFHB1	SCN5A
IVF	SCN5A
HB2	SCN5A
HH1	SCN5A
SSS1	SCN5A
CDCD2	SCN5A
CMPD2	SCN5A
ICCD	SCN5A
CMD1E	SCN5A
SCN7A	SCN7A
Nav2.1	SCN7A
Nav2.2	SCN7A
NaG	SCN7A
SCN6A	SCN7A
SCN8A	SCN8A
Nav1.6	SCN8A
NaCh6	SCN8A
PN4	SCN8A
CerIII	SCN8A
CIAT	SCN8A
MED	SCN8A
SCN9A	SCN9A
Nav1.7	SCN9A
PN1	SCN9A
NE-NA	SCN9A
NENA	SCN9A
ETHA	SCN9A
SCN10A	SCN10A
Nav1.8	SCN10A
hPN3	SCN10A
SNS	SCN10A
PN3	SCN10A
SCN11A	SCN11A
Nav1.9	SCN11A
NaN	SCN11A
SNS-2	SCN11A
SCN12A	SCN11A
SCNM1	SCNM1
MGC3180	SCNM1
SCNN1A	SCNN1A
ENaCalpha	SCNN1A
SCNN1	SCNN1A
SCNN1B	SCNN1B
ENaCbeta	SCNN1B
SCNN1D	SCNN1D
ENaCdelta	SCNN1D
dNaCh	SCNN1D
SCNN1G	SCNN1G
ENaCgamma	SCNN1G
SCNEG	SCNN1G
SCO1	SCO1
SCOD1	SCO1
SCO2	SCO2
SCO1L	SCO2
MYP6	SCO2
SCOC	SCOC
HRIHFB2072	SCOC
SCOCO	SCOC
UNC-69	SCOC
SCP2	SCP2
SCP2D1	SCP2D1
dJ1068E13.2	SCP2D1
HSD22	SCP2D1
C20orf79	SCP2D1
SCPEP1	SCPEP1
RISC	SCPEP1
SCRG1	SCRG1
SCRG-1	SCRG1
SCRIB	SCRIB
KIAA0147	SCRIB
SCRB1	SCRIB
Vartul	SCRIB
SCRN1	SCRN1
KIAA0193	SCRN1
SCRN2	SCRN2
SCRN3	SCRN3
FLJ23142	SCRN3
SCRT1	SCRT1
DKFZp547F072	SCRT1
ZNF898	SCRT1
SCRT2	SCRT2
ZNF898B	SCRT2
SCT	SCT
SCTR	SCTR
SCUBE1	SCUBE1
SCUBE2	SCUBE2
Cegf1	SCUBE2
Cegb1	SCUBE2
FLJ16792	SCUBE2
SCUBE3	SCUBE3
FLJ34743	SCUBE3
CEGF3	SCUBE3
SCX	SCX
bHLHa48	SCX
bHLHa41	SCX
SCXA	SCX
SCXB	SCX
SCYGR1	SCYGR1
KRTAP28-1	SCYGR1
SCYGR2	SCYGR2
KRTAP28-2	SCYGR2
SCYGR3	SCYGR3
KRTAP28-3	SCYGR3
SCYGR4	SCYGR4
KRTAP28-4	SCYGR4
SCYGR5	SCYGR5
KRTAP28-5	SCYGR5
SCYGR6	SCYGR6
KRTAP28-6	SCYGR6
SCYGR7	SCYGR7
KRTAP28-7	SCYGR7
SCYGR8	SCYGR8
KRTAP28-8	SCYGR8
SCYGR9	SCYGR9
KRTAP28p1	SCYGR9
KRTAP28-9	SCYGR9
SCYGR10	SCYGR10
KRTAP28p2	SCYGR10
KRTAP28-10	SCYGR10
SCYL1	SCYL1
HT019	SCYL1
P105	SCYL1
GKLP	SCYL1
NKTL	SCYL1
TAPK	SCYL1
TRAP	SCYL1
TEIF	SCYL1
MGC78454	SCYL1
NTKL	SCYL1
SCYL2	SCYL2
KIAA1360	SCYL2
CVAK104	SCYL2
SCYL3	SCYL3
PACE-1	SCYL3
PACE1	SCYL3
SDAD1	SDAD1
FLJ10498	SDAD1
SDC1	SDC1
CD138	SDC1
syndecan	SDC1
SYND1	SDC1
SDC	SDC1
SDC2	SDC2
fibroglycan	SDC2
SYND2	SDC2
CD362	SDC2
HSPG	SDC2
HSPG1	SDC2
SDC3	SDC3
N-syndecan	SDC3
SYND3	SDC3
SDC4	SDC4
SYND4	SDC4
amphiglycan	SDC4
ryudocan	SDC4
SDCBP	SDCBP
SYCL	SDCBP
MDA-9	SDCBP
SDCBP2	SDCBP2
ST-2	SDCBP2
SITAC18	SDCBP2
SDCCAG8	SDCCAG8
NY-CO-8	SDCCAG8
CCCAP	SDCCAG8
SLSN7	SDCCAG8
NPHP10	SDCCAG8
BBS16	SDCCAG8
SDE2	SDE2
FLJ35382	SDE2
C1orf55	SDE2
SDF2	SDF2
SDF2L1	SDF2L1
AP000553.C22.4	SDF2L1
OTTHUMT00000075032	SDF2L1
SDF4	SDF4
Cab45	SDF4
SDHA	SDHA
FP	SDHA
SDHF	SDHA
SDH2	SDHA
SDHAF1	SDHAF1
LYRM8	SDHAF1
SDHAF2	SDHAF2
FLJ20487	SDHAF2
SDH5	SDHAF2
PGL2	SDHAF2
C11orf79	SDHAF2
SDHAF3	SDHAF3
DC11	SDHAF3
Sdh7	SDHAF3
LYRM10	SDHAF3
ACN9	SDHAF3
SDHAF4	SDHAF4
Sdh8	SDHAF4
C6orf57	SDHAF4
SDHB	SDHB
SDH1	SDHB
SDH	SDHB
SDHC	SDHC
CYB560	SDHC
cybL	SDHC
PGL3	SDHC
SDHD	SDHD
cybS	SDHD
PGL	SDHD
PGL1	SDHD
SDIM1	SDIM1
SDK1	SDK1
FLJ31425	SDK1
SDK2	SDK2
FLJ10832	SDK2
KIAA1514	SDK2
SDR9C7	SDR9C7
SDR-O	SDR9C7
RDHS	SDR9C7
SDR16C5	SDR16C5
RDHE2	SDR16C5
RDH-E2	SDR16C5
EPHD-2	SDR16C5
SDR39U1	SDR39U1
HCDI	SDR39U1
C14orf124	SDR39U1
SDR42E1	SDR42E1
HSPC105	SDR42E1
SDR42E2	SDR42E2
SDS	SDS
SDH	SDS
SDSL	SDSL
SDS-RS1	SDSL
cSDH	SDSL
SEBOX	SEBOX
OG9	SEBOX
OG9X	SEBOX
SEC11A	SEC11A
SPC18	SEC11A
sid2895	SEC11A
SPCS4A	SEC11A
SEC11L1	SEC11A
SEC11C	SEC11C
SPC21	SEC11C
SPCS4C	SEC11C
SEC11L3	SEC11C
SEC13	SEC13
SEC13R	SEC13
npp-20	SEC13
D3S1231E	SEC13
SEC13L1	SEC13
SEC14L1	SEC14L1
PRELID4A	SEC14L1
SEC14L	SEC14L1
SEC14L2	SEC14L2
TAP	SEC14L2
SPF	SEC14L2
KIAA1186	SEC14L2
KIAA1658	SEC14L2
TAP1	SEC14L2
C22orf6	SEC14L2
SEC14L3	SEC14L3
TAP2	SEC14L3
SEC14L4	SEC14L4
TAP3	SEC14L4
dJ130H16.5	SEC14L4
SEC14L5	SEC14L5
KIAA0420	SEC14L5
PRELID4B	SEC14L5
SEC14L6	SEC14L6
SEC16A	SEC16A
p250	SEC16A
Sec16L	SEC16A
KIAA0310	SEC16A
SEC16B	SEC16B
RGPR	SEC16B
PGPR-p117	SEC16B
Sec16S	SEC16B
LZTR2	SEC16B
SEC22A	SEC22A
SEC22L2	SEC22A
SEC22B	SEC22B
sec22b	SEC22B
ERS-24	SEC22B
SEC22L1	SEC22B
SEC22C	SEC22C
MGC13261	SEC22C
MGC5373	SEC22C
SEC22L3	SEC22C
SEC23A	SEC23A
SEC23B	SEC23B
CDA-II	SEC23B
CDAII	SEC23B
HEMPAS	SEC23B
CDAN2	SEC23B
SEC23IP	SEC23IP
p125	SEC23IP
SEC24A	SEC24A
SEC24B	SEC24B
SEC24C	SEC24C
KIAA0079	SEC24C
SEC24D	SEC24D
KIAA0755	SEC24D
SEC31A	SEC31A
KIAA0905	SEC31A
ABP125	SEC31A
ABP130	SEC31A
SEC31L1	SEC31A
SEC31B	SEC31B
SEC31B-1	SEC31B
DKFZP434M183	SEC31B
SEC31L2	SEC31B
SEC61A1	SEC61A1
SEC61A2	SEC61A2
FLJ10578	SEC61A2
SEC61B	SEC61B
SEC61G	SEC61G
SSS1	SEC61G
SEC62	SEC62
Dtrp1	SEC62
HTP1	SEC62
TLOC1	SEC62
SEC63	SEC63
SEC63L	SEC63
PRO2507	SEC63
ERdj2	SEC63
DNAJC23	SEC63
SECISBP2	SECISBP2
SBP2	SECISBP2
SECISBP2L	SECISBP2L
KIAA0256	SECISBP2L
SECTM1	SECTM1
K12	SECTM1
SEH1L	SEH1L
SEH1A	SEH1L
SEH1B	SEH1L
Seh1	SEH1L
SEC13L	SEH1L
SEL1L	SEL1L
IBD2	SEL1L
SEL1L1	SEL1L
SEL1L2	SEL1L2
DKFZp434C1826	SEL1L2
C20orf50	SEL1L2
SEL1L3	SEL1L3
KIAA0746	SEL1L3
SELE	SELE
ESEL	SELE
CD62E	SELE
ELAM1	SELE
ELAM	SELE
SELENBP1	SELENBP1
hSP56	SELENBP1
hSBP	SELENBP1
LPSB	SELENBP1
SELENOF	SELENOF
SEP15	SELENOF
SELENOH	SELENOH
SELH	SELENOH
C11orf31	SELENOH
SELENOI	SELENOI
KIAA1724	SELENOI
SELI	SELENOI
SEPI	SELENOI
EPT1	SELENOI
SELENOK	SELENOK
SELK	SELENOK
SELENOM	SELENOM
SELM	SELENOM
SEPM	SELENOM
SELENON	SELENON
SELN	SELENON
RSS	SELENON
RSMD1	SELENON
MDRS1	SELENON
SEPN1	SELENON
SELENOO	SELENOO
SELO	SELENOO
SELENOP	SELENOP
SeP	SELENOP
SELP	SELENOP
SEPP	SELENOP
SEPP1	SELENOP
SELENOS	SELENOS
SELS	SELENOS
MGC2553	SELENOS
SBBI8	SELENOS
AD-015	SELENOS
SEPS1	SELENOS
VIMP	SELENOS
SELENOT	SELENOT
SELT	SELENOT
SELENOV	SELENOV
SELV	SELENOV
SELENOW	SELENOW
SELW	SELENOW
SEPW1	SELENOW
SELL	SELL
LSEL	SELL
LAM1	SELL
LAM-1	SELL
hLHRc	SELL
Leu-8	SELL
Lyam-1	SELL
PLNHR	SELL
CD62L	SELL
LYAM1	SELL
LNHR	SELL
SELP	SELP
CD62	SELP
PSEL	SELP
PADGEM	SELP
GMP140	SELP
CD62P	SELP
GRMP	SELP
SELPLG	SELPLG
PSGL-1	SELPLG
CD162	SELPLG
SEM1	SEM1
DSS1	SEM1
Shfdg1	SEM1
ECD	SEM1
