gene	sulem2015	saleheen2017	elgh	karcewski2019	deboever2018	any
BEND7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BEST1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BEST2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BEST3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BEST4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BET1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BET1L	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BEX1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BEX2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BEX3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BEX4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BEX5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BFAR	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BFSP1	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
BFSP2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BGLAP	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
BGN	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BHLHA15	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BHLHA9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BHLHB9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BHLHE22	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BHLHE23	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BHLHE40	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BHLHE41	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BHMG1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BHMT	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BHMT2	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
BICC1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BICD1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BICD2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BICDL1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BICDL2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BICRA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BICRAL	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BID	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BIK	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BIN1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BIN2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BIN3	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
BIRC2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BIRC3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BIRC5	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
BIRC6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BIRC7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BIRC8	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
BIVM	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BLCAP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BLID	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BLK	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BLM	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
BLMH	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BLNK	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BLOC1S1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BLOC1S2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BLOC1S3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BLOC1S4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BLOC1S5	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
BLOC1S6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BLVRA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BLVRB	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
BLZF1	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
BMF	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMI1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMP1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMP10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMP15	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMP2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMP2K	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
BMP3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMP4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMP5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMP6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMP7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMP8A	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMP8B	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
BMPER	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMPR1A	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMPR1B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMPR2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMS1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMT2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BMX	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BNC1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BNC2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BNIP1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BNIP2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BNIP3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BNIP3L	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BNIPL	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BOC	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
BOD1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BOD1L1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BOD1L2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BOK	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
BOLA1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BOLA2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BOLA2B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BOLA3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BOLL	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BOP1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BORA	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
BORCS5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BORCS6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BORCS7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BORCS8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BPGM	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BPHL	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
BPI	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BPIFA1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BPIFA2	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
BPIFA3	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
BPIFB1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BPIFB2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BPIFB3	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
BPIFB4	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
BPIFB6	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
BPIFC	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
BPNT1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BPTF	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BPY2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BPY2B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BPY2C	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRAF	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRAP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRAT1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRCA1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRCA2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
BRCC3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRD1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRD2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRD3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRD3OS	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRD4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRD7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRD8	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
BRD9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRDT	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRF1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRF2	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
BRI3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRI3BP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRICD5	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
BRINP1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRINP2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRINP3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRIP1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRIX1	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
BRK1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRMS1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRMS1L	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BROX	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
BRPF1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRPF3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRS3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRSK1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRSK2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRWD1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BRWD3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BSCL2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BSDC1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BSG	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BSN	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BSND	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BSPH1	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
BSPRY	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BST1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BST2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BSX	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTAF1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTBD1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTBD10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTBD11	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTBD16	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
BTBD17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTBD18	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTBD19	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTBD2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTBD3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTBD6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTBD7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTBD8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTBD9	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTD	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTF3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTF3L4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTG1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTG2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTG3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTG4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTK	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTLA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTN1A1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTN2A1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
BTN2A2	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
BTN3A1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BTN3A2	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
BTN3A3	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
BTNL2	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
BTNL3	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
BTNL8	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE
BTNL9	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
BTRC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BUB1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BUB1B	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BUB3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BUD13	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BUD23	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BUD31	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BVES	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BYSL	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BZW1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
BZW2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf105	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf113	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf120	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf126	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf142	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf143	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf53	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
C10orf55	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf62	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf67	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C10orf71	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf82	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf88	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf90	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
C10orf95	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C10orf99	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf1	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C11orf16	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE
C11orf21	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
C11orf24	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf40	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C11orf42	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf45	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf49	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C11orf52	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf53	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf54	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C11orf58	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf65	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
C11orf68	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf71	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf74	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf80	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf86	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf87	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf88	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf91	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf94	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf95	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf96	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
C11orf97	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C11orf98	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf29	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf40	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf42	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
C12orf43	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf45	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf49	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf50	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf54	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
C12orf56	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
C12orf57	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf60	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf65	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf66	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf71	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf73	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE
C12orf74	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf75	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf76	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C12orf81	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C13orf42	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C13orf46	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C14orf119	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C14orf132	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C14orf177	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C14orf178	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C14orf180	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C14orf28	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C14orf39	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C14orf93	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
C15orf39	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C15orf40	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C15orf41	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C15orf48	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
C15orf61	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C15orf62	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C15orf65	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf45	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf46	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf54	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf58	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf70	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf71	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf72	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf74	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf78	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf82	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf86	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
C16orf87	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf89	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C16orf90	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C16orf91	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf92	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf95	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C16orf96	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf100	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf107	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
C17orf113	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf47	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf49	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf50	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
C17orf51	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf53	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf58	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf64	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf67	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf75	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C17orf78	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf80	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
C17orf97	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf98	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C17orf99	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C18orf21	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C18orf25	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C18orf32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C18orf54	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C18orf63	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C19orf12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf18	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf24	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf25	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
C19orf33	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf38	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf44	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
C19orf47	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf48	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf53	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf54	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf57	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf66	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf67	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf70	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C19orf71	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
C19orf73	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf81	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf84	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C19orf85	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1D	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1GALT1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1GALT1C1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1GALT1C1L	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QB	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QBP	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QC	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QL1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QL2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QL3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QL4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QTNF1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QTNF12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QTNF2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QTNF3	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C1QTNF4	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C1QTNF5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QTNF6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QTNF7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1QTNF8	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE
C1QTNF9	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
C1QTNF9B	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
C1R	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1RL	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C1S	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1orf100	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE
C1orf105	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
C1orf109	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1orf112	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1orf115	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1orf116	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
C1orf122	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C1orf123	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
C1orf127	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
C1orf131	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
