ensg	n1tpm	medtpm
ENSG00000270212	0	0
ENSG00000245848	23	0.7163
ENSG00000267296	42	2.7375
ENSG00000267130	6	0.4981
ENSG00000243864	0	0
ENSG00000266899	0	0
ENSG00000153879	53	21.02
ENSG00000124299	53	52.31
ENSG00000266985	1	0
ENSG00000232429	0	0
ENSG00000124302	21	0.6521
ENSG00000153885	52	15.47
ENSG00000240626	0	0
ENSG00000239253	0	0
ENSG00000249987	0	0
ENSG00000186008	0	0
ENSG00000270849	0	0
ENSG00000257103	53	65.58
ENSG00000166398	53	14.235
ENSG00000257074	0	0.1828
ENSG00000267219	23	0.9427
ENSG00000105220	53	116.55
ENSG00000126249	53	8.184
ENSG00000264317	0	0
ENSG00000267024	1	0
ENSG00000126261	53	55.14
ENSG00000142279	50	3.598
ENSG00000239210	0	0
ENSG00000248830	1	0.1088
ENSG00000221584	0	0
ENSG00000268751	50	3.135
ENSG00000205209	2	0.4589
ENSG00000271049	1	0.1704
ENSG00000252230	0	0
ENSG00000268683	0	0
ENSG00000269811	0	0
ENSG00000256383	50	1.744
ENSG00000089335	53	25.12
ENSG00000221115	0	0
ENSG00000197841	52	8.417
ENSG00000153896	49	2.49
ENSG00000270281	0	0
ENSG00000267767	1	0.1504
ENSG00000261754	1	0.205
ENSG00000271666	0	0
ENSG00000269086	1	0.1312
ENSG00000203442	0	0
ENSG00000271109	26	0.9869
ENSG00000270624	1	0
ENSG00000271649	1	0
ENSG00000270544	1	0
ENSG00000271171	1	0
ENSG00000269037	1	0
ENSG00000270876	6	0.43485
ENSG00000168661	52	3.82
ENSG00000180884	40	2.004
ENSG00000089351	53	46.145
ENSG00000269303	0	0
ENSG00000271032	45	3.324
ENSG00000105711	52	23.27
ENSG00000267874	10	0.6425
ENSG00000105707	41	2.279
ENSG00000227392	14	0.25745
ENSG00000179066	9	0.2527
ENSG00000089356	33	1.219
ENSG00000153902	50	30.31
ENSG00000203403	7	0.4697
ENSG00000266964	52	113.7
ENSG00000221946	41	1.89
ENSG00000089327	53	27.16
ENSG00000177558	1	0.07019
ENSG00000262497	0	0.20525
ENSG00000105699	53	19.03
ENSG00000271366	0	0.1635
ENSG00000268947	44	1.74
ENSG00000105698	53	112.05
ENSG00000105697	20	0.47435
ENSG00000105695	18	0.27695
ENSG00000012124	42	2.716
ENSG00000269553	16	0.3187
ENSG00000263397	0	0
ENSG00000126266	4	0.07418
ENSG00000185897	2	0.044545
ENSG00000126251	0	0
ENSG00000268222	0	0.143
ENSG00000205786	1	0.008449
ENSG00000264400	0	0
ENSG00000233214	11	0.1337
ENSG00000232680	6	0.05744
ENSG00000126262	11	0.1965
ENSG00000188508	29	1.094
ENSG00000161249	50	7.1015
ENSG00000189001	15	0.8119
ENSG00000105679	3	0.04313
ENSG00000236144	53	7.5535
ENSG00000105677	53	91.335
ENSG00000105675	7	0.08981
ENSG00000224910	1	0
ENSG00000267626	1	0
ENSG00000249115	53	9.896
ENSG00000126254	53	80.99
ENSG00000105672	17	0.8444
ENSG00000126267	53	202.7
ENSG00000266455	0	0
ENSG00000105668	9	0.1996
ENSG00000226510	1	0
ENSG00000267190	0	0
ENSG00000011590	6	0.2636
ENSG00000126246	53	7.7055
ENSG00000161265	53	26.04
ENSG00000205155	53	43.22
ENSG00000267439	46	1.509
ENSG00000267796	53	10.9
ENSG00000267328	0	0
ENSG00000004776	51	47.69
ENSG00000167595	53	6.847
ENSG00000267049	53	9.042
ENSG00000004777	53	17.48
ENSG00000225872	6	0.1134
ENSG00000250799	4	0
ENSG00000161270	3	0.02236
ENSG00000126259	3	0.06223
ENSG00000105290	44	4.052
ENSG00000243968	0	0
ENSG00000167604	51	5.7
ENSG00000126264	53	7.998
ENSG00000011600	52	32.22
ENSG00000126243	52	8.4
ENSG00000267786	3	0.11115
ENSG00000267113	2	0
ENSG00000267388	9	0.22675
ENSG00000205138	53	25.26
ENSG00000181392	38	2.0805
ENSG00000239382	53	13.53
ENSG00000267698	1	0.2171
ENSG00000105270	52	58.88
ENSG00000161277	53	7.531
ENSG00000075702	19	0.79465
ENSG00000105261	1	0.08472
ENSG00000105258	53	78.25
ENSG00000105254	53	69.205
ENSG00000126247	53	197.5
ENSG00000270760	16	0.6631
ENSG00000161281	51	48.48
ENSG00000267005	0	0.17555
ENSG00000196357	51	2.5925
ENSG00000264276	0	0
ENSG00000200179	0	0
ENSG00000167635	53	38.37
ENSG00000267053	19	0.78305
ENSG00000232677	49	3.9915
ENSG00000222730	0	0
ENSG00000142065	50	3.283
ENSG00000266973	0	0
ENSG00000267363	0	0
ENSG00000181007	47	2.723
ENSG00000267142	0	0.09833
ENSG00000186017	52	3.499
ENSG00000267309	46	1.737
ENSG00000267091	0	0.1012
ENSG00000254004	52	5.553
ENSG00000186020	53	6.9565
ENSG00000228629	0	0
ENSG00000233527	50	3.083
ENSG00000161298	39	1.523
ENSG00000266935	7	0.3688
ENSG00000197808	50	3.789
ENSG00000225975	49	2.271
ENSG00000189042	50	3.2025
ENSG00000267041	19	0.8807
ENSG00000267260	15	0.1422
ENSG00000267353	1	0.027265
ENSG00000267254	49	3.27
ENSG00000197863	51	2.3635
ENSG00000251247	51	3.925
ENSG00000206669	0	0
ENSG00000185869	35	1.347
ENSG00000243297	1	0.17155
ENSG00000198453	48	2.24
ENSG00000197050	52	4.226
ENSG00000267345	0	0.1094
ENSG00000267672	0	0.1127
ENSG00000196967	50	3.0855
ENSG00000267437	1	0
ENSG00000245680	52	4.807
ENSG00000188283	53	4.277
ENSG00000226686	23	0.6414
ENSG00000267605	7	0.4918
ENSG00000181666	53	13.45
ENSG00000267682	6	0.4985
ENSG00000189164	51	2.096
ENSG00000196437	50	2.867
ENSG00000171827	48	1.92
ENSG00000267381	52	4.89
ENSG00000266916	45	2.189
ENSG00000267115	1	0.06759
ENSG00000188227	47	2.0655
ENSG00000180458	4	0.15775
ENSG00000267470	22	0.8715
ENSG00000180479	47	1.8905
ENSG00000171817	51	6.667
ENSG00000120784	48	2.73
ENSG00000196381	41	2.3975
ENSG00000267319	8	0.2592
ENSG00000198182	50	3.836
ENSG00000267152	52	4.433
ENSG00000189144	23	0.941
ENSG00000267422	3	0.4004
ENSG00000267640	35	1.376
ENSG00000225868	4	0.1821
ENSG00000229481	36	1.716
ENSG00000171804	1	0.01439
ENSG00000105738	53	5.943
ENSG00000268051	0	0
ENSG00000221258	0	0
ENSG00000268764	0	0
ENSG00000269653	0	0.09213
ENSG00000268499	3	0.2222
ENSG00000266428	10	0.4534
ENSG00000011332	17	0.3234
ENSG00000167642	52	53.56
ENSG00000167641	52	53.02
ENSG00000200209	0	0
ENSG00000167644	46	3.834
ENSG00000167645	53	26.08
ENSG00000099337	42	5.001
ENSG00000268913	49	6.4945
ENSG00000099338	17	0.7268
ENSG00000238838	0	0
ENSG00000266963	0	0
ENSG00000099341	53	82.205
ENSG00000179168	18	0.744
ENSG00000188766	11	0.3702
ENSG00000267473	26	0.9801
ENSG00000130244	53	20.48
ENSG00000171777	34	1.531
ENSG00000196218	24	0.8965
ENSG00000269445	1	0
ENSG00000268055	9	0
ENSG00000104814	48	2.4865
ENSG00000267291	0	0
ENSG00000178982	53	158.2
ENSG00000130402	53	170.1
ENSG00000267375	0	0
ENSG00000182472	25	0.84635
ENSG00000267892	19	0.5555
ENSG00000205076	4	0.1167
ENSG00000178934	10	0.54835
ENSG00000207296	1	0
ENSG00000171747	33	1.738
ENSG00000104823	53	166.6
ENSG00000268756	22	0.90085
ENSG00000104824	53	168.1
ENSG00000269688	29	1.106
ENSG00000187994	53	4.5055
ENSG00000269050	2	0
ENSG00000068903	53	53.71
ENSG00000104825	53	23.61
ENSG00000262484	37	1.451
ENSG00000104835	53	17.83
ENSG00000128626	53	29.77
ENSG00000269486	13	0.6011
ENSG00000269190	52	10.18
ENSG00000161243	49	5.499
ENSG00000267992	0	0
ENSG00000251709	0	0
ENSG00000183760	11	0.06864
ENSG00000130669	53	10.625
ENSG00000269172	1	0
ENSG00000188505	11	0.31945
ENSG00000179751	8	0.4625
ENSG00000268510	0	0
ENSG00000197110	0	0
ENSG00000272395	0	0
ENSG00000213926	0	0
ENSG00000272311	0	0
ENSG00000183709	0	0
ENSG00000182393	0	0
ENSG00000128011	44	2.339
ENSG00000268262	20	0.8015
ENSG00000130755	53	12.28
ENSG00000269246	45	1.849
ENSG00000179134	53	39.14
ENSG00000241983	24	0.8824
ENSG00000006712	53	63.865
ENSG00000063322	53	38.32
ENSG00000128016	53	370.1
ENSG00000266559	0	0
ENSG00000090924	53	11.94
ENSG00000105193	53	1380
ENSG00000196235	53	83.9
ENSG00000213922	1	0.02609
ENSG00000105197	53	23.015
ENSG00000090932	15	0.08145
ENSG00000186838	2	0.04005
ENSG00000176401	51	7.1675
ENSG00000269792	1	0
ENSG00000269584	1	0
ENSG00000176396	53	13.01
ENSG00000269588	0	0
ENSG00000269188	0	0
ENSG00000244253	0	0
ENSG00000243581	0	0
ENSG00000239320	0	0
ENSG00000105198	0	0
ENSG00000269519	0	0
ENSG00000268153	0	0
ENSG00000268243	0	0
ENSG00000249861	0	0
ENSG00000226025	1	0.03344
ENSG00000268088	1	0
ENSG00000240320	0	0
ENSG00000006659	1	0
ENSG00000105205	4	0.05278
ENSG00000213921	0	0
ENSG00000105204	53	16.57
ENSG00000105202	53	109
ENSG00000090920	31	1.722
ENSG00000187534	28	1.041
ENSG00000013275	53	83.105
ENSG00000187187	51	2.1945
ENSG00000221233	0	0
ENSG00000268166	47	2.564
ENSG00000269069	38	1.434
ENSG00000128000	53	4.993
ENSG00000197782	52	3.5745
ENSG00000269296	1	0
ENSG00000230086	0	0
ENSG00000130758	53	17.165
ENSG00000221051	0	0
ENSG00000174521	16	0.2992
ENSG00000105219	19	0.7588
ENSG00000105221	53	35.895
ENSG00000205041	26	0.9696
ENSG00000207631	10	0.3931
ENSG00000206674	2	0.22705
ENSG00000160392	53	8.03
ENSG00000207281	0	0
ENSG00000206925	0	0
ENSG00000105223	53	157.85
ENSG00000160396	14	0.4711
ENSG00000105227	51	3.826
ENSG00000197019	53	15.14
ENSG00000167565	53	24.23
ENSG00000268366	28	1.033
ENSG00000090013	53	69.59
ENSG00000160460	39	1.624
ENSG00000160410	53	36
ENSG00000090006	53	86.69
ENSG00000266164	0	0
ENSG00000105245	53	36.71
ENSG00000123815	53	22.55
ENSG00000223284	0	0
ENSG00000086544	53	26.63
ENSG00000188493	53	8.843
ENSG00000077312	53	67.89
ENSG00000261857	30	1.291
ENSG00000167578	53	42.23
ENSG00000269858	53	50.27
ENSG00000233622	39	1.7235
ENSG00000237118	1	0.2815
ENSG00000269843	31	1.2765
ENSG00000255974	6	0.2185
ENSG00000198077	2	0.07755
ENSG00000130612	0	0.1246
ENSG00000198251	0	0
ENSG00000256612	15	0.69685
ENSG00000269353	1	0
ENSG00000197408	4	0
ENSG00000213908	0	0
ENSG00000268101	1	0
ENSG00000271299	0	0
ENSG00000197838	0	0
ENSG00000197446	1	0.0042165
ENSG00000268529	0	0
ENSG00000224476	0	0
ENSG00000264423	0	0
ENSG00000167600	28	1.296
ENSG00000167601	51	23.24
ENSG00000269652	9	0.41085
ENSG00000105323	53	70.65
ENSG00000239868	0	0
ENSG00000105329	53	42.535
ENSG00000142039	53	20.43
ENSG00000142046	53	11.57
ENSG00000123810	53	5.643
ENSG00000077348	53	19.235
ENSG00000248098	53	40.68
ENSG00000268987	0	0
ENSG00000177191	37	3.62
ENSG00000105341	53	35.69
ENSG00000204978	10	0.2686
ENSG00000267107	47	2.494
ENSG00000268034	2	0.2038
ENSG00000269800	2	0.1761
ENSG00000268355	8	0.2868
ENSG00000270164	22	0.8374
ENSG00000268027	9	0.45075
ENSG00000007129	17	0.6905
ENSG00000239736	0	0
ENSG00000105352	14	0.5759
ENSG00000268997	0	0
ENSG00000269354	0	0
ENSG00000268582	0	0
ENSG00000007306	5	0.04115
ENSG00000105388	8	0.091945
ENSG00000086548	13	0.14055
ENSG00000268833	0	0
ENSG00000170956	3	0.08998
ENSG00000269119	0	0
ENSG00000267839	1	0
ENSG00000183103	1	0
ENSG00000142025	1	0
ENSG00000105372	53	299.6
ENSG00000105369	13	0.5078
ENSG00000076928	53	50.3
ENSG00000268041	21	0.7646
ENSG00000105404	53	217.6
ENSG00000105409	24	0.4591
ENSG00000105737	47	7.8235
ENSG00000105732	53	8.361
ENSG00000028277	44	1.663
ENSG00000254887	3	0.06715
ENSG00000266226	0	0
ENSG00000252356	0	0
ENSG00000259436	4	0.1379
ENSG00000265122	0	0
ENSG00000160570	53	23.24
ENSG00000167625	53	5.696
ENSG00000105723	53	43.03
ENSG00000204957	1	0.2071
ENSG00000105722	53	43.06
ENSG00000079432	53	35.66
ENSG00000079462	53	16.16
ENSG00000188368	14	0.54975
ENSG00000167619	19	0.50795
ENSG00000105429	53	15.59
ENSG00000105427	44	1.8435
ENSG00000213904	13	0.7064
ENSG00000079435	52	5.37
ENSG00000189377	9	0.09971
ENSG00000253048	0	0
ENSG00000269374	53	3.512
ENSG00000079385	34	2.0565
ENSG00000230558	0	0
ENSG00000124469	3	0.02951
ENSG00000233681	0	0
ENSG00000231561	0	0
ENSG00000243167	0	0.074225
ENSG00000221826	1	0
ENSG00000124467	0	0
ENSG00000238092	0	0
ENSG00000225877	7	0
ENSG00000248257	0	0
ENSG00000231924	0	0
ENSG00000170848	0	0
ENSG00000221878	0	0
ENSG00000227349	0	0
ENSG00000243130	0	0
ENSG00000236932	0	0
ENSG00000242221	0	0
ENSG00000230529	0	0
ENSG00000227606	0	0
ENSG00000204941	1	0
ENSG00000243137	3	0
ENSG00000241104	0	0
ENSG00000183668	0	0
ENSG00000236123	0	0
ENSG00000230681	0	0
ENSG00000231412	5	0
ENSG00000204936	10	0.3507
ENSG00000272396	1	0
ENSG00000204933	1	0
ENSG00000131126	3	0.027075
ENSG00000124466	35	1.9
ENSG00000176531	53	5.232
ENSG00000105755	53	25.95
ENSG00000176472	48	2.6115
ENSG00000073050	53	25.705
ENSG00000269177	0	0
ENSG00000269583	1	0
ENSG00000234465	49	8.453
ENSG00000167378	53	9.054
ENSG00000124444	53	8.484
ENSG00000131116	53	41.25
ENSG00000226763	31	1.101
ENSG00000105767	52	26.76
ENSG00000011422	52	5.613
ENSG00000239948	2	0.076115
ENSG00000264133	0	0
ENSG00000124449	1	0.051045
ENSG00000105771	53	18.515
ENSG00000104783	38	2.555
ENSG00000268601	11	0.3397
ENSG00000159871	27	1.04255
ENSG00000167637	46	1.874
ENSG00000176222	52	5.795
ENSG00000267058	34	1.2795
ENSG00000267191	4	0.2639
ENSG00000124459	53	5.7895
ENSG00000159905	20	0.7808
ENSG00000204920	53	3.7185
ENSG00000266921	4	0.4403
ENSG00000159882	45	2.65
ENSG00000267144	1	0
ENSG00000159885	53	3.4835
ENSG00000178386	51	3.5865
ENSG00000186026	50	2.746
ENSG00000253021	0	0
ENSG00000265842	0	0
ENSG00000267680	53	7.462
ENSG00000267163	40	2.454
ENSG00000186019	22	0.8988
ENSG00000256294	51	2.643
ENSG00000263002	52	4.776
ENSG00000167380	53	7.1555
ENSG00000131115	53	5.766
ENSG00000159917	51	2.808
ENSG00000159915	25	0.8363
ENSG00000270679	2	0.4443
ENSG00000267590	0	0.1563
ENSG00000062370	51	2.976
ENSG00000267508	31	1.5155
ENSG00000167383	45	1.7195
ENSG00000176761	0	0.1506
ENSG00000267242	45	1.502
ENSG00000167384	52	4.292
ENSG00000176395	2	0
ENSG00000267614	1	0
ENSG00000230666	1	0.032305
ENSG00000224366	0	0
ENSG00000216588	3	0.02666
ENSG00000266903	9	0.3866
ENSG00000073008	52	18.245
ENSG00000186567	52	8.4145
ENSG00000213892	0	0.02485
ENSG00000252200	0	0
ENSG00000069399	53	35.84
ENSG00000253027	0	0
ENSG00000236807	0	0
ENSG00000142273	18	0.09638
ENSG00000187244	52	57.155
ENSG00000130202	52	40.34
ENSG00000267282	11	0.5862
ENSG00000130204	53	25.32
ENSG00000130203	53	203.7
ENSG00000130208	52	9.124
ENSG00000214855	8	0.1346
ENSG00000267467	2	0.073965
ENSG00000234906	8	0.08079
ENSG00000267114	11	0.5645
ENSG00000104853	53	72.405
ENSG00000104856	53	11.115
ENSG00000104859	53	57.78
ENSG00000207003	0	0
ENSG00000170684	46	2.042
ENSG00000267348	34	1.102
ENSG00000142252	53	8.451
ENSG00000104866	53	22.63
ENSG00000267346	0	0
ENSG00000267044	0	0
ENSG00000179846	8	0.2459
ENSG00000007255	53	31.735
ENSG00000189114	53	9.9805
ENSG00000225157	0	0
ENSG00000266958	1	0.1581
ENSG00000130201	35	2.9305
ENSG00000267045	35	1.721
ENSG00000007047	53	20.18
ENSG00000104879	49	4.163
ENSG00000242675	0	0
ENSG00000104892	12	0.1024
ENSG00000268341	0	0
ENSG00000104884	53	10.055
ENSG00000104881	52	13.725
ENSG00000117877	52	2.651
ENSG00000012061	53	29.99
ENSG00000125740	46	3.506
ENSG00000125744	53	8.279
ENSG00000213889	32	1.146
ENSG00000125753	53	53.57
ENSG00000125741	53	5.11
ENSG00000177464	51	5.984
ENSG00000125746	53	16.97
ENSG00000267757	5	0.3185
ENSG00000241226	0	0
ENSG00000010310	30	1.2105
ENSG00000207773	0	0
ENSG00000125743	53	116
ENSG00000011478	53	9.816
ENSG00000177051	53	12.455
ENSG00000237452	1	0.0165
ENSG00000177045	52	15.72
ENSG00000267395	42	3.2345
ENSG00000259605	51	7.871
ENSG00000104936	53	54.71
ENSG00000185800	53	24.24
ENSG00000104941	2	0.021705
ENSG00000125755	53	31.885
ENSG00000269148	32	1.048
ENSG00000170608	9	0.06777
ENSG00000170604	53	23.565
ENSG00000176182	53	13.415
ENSG00000188425	1	0
ENSG00000104967	47	2.5225
ENSG00000104983	53	10.48
ENSG00000211580	0	0
ENSG00000008438	7	0.3233
ENSG00000268401	10	0.2636
ENSG00000204869	13	0.1257
ENSG00000267922	7	0.21315
ENSG00000268053	0	0
ENSG00000188624	2	0
ENSG00000259339	0	0
ENSG00000204866	3	0.13475
ENSG00000269729	2	0
ENSG00000268621	5	0.077925
ENSG00000268879	8	0.19805
ENSG00000268460	19	0.5484
ENSG00000269637	1	0.06728
ENSG00000269745	1	0
ENSG00000188293	5	0
ENSG00000268238	0	0
ENSG00000124440	51	22.27
ENSG00000199796	0	0
ENSG00000269124	49	4.264
ENSG00000011485	53	48.92
ENSG00000268810	52	4.923
ENSG00000169515	49	6.857
ENSG00000182013	47	6.878
ENSG00000230510	17	0.5888
ENSG00000204851	44	3.5855
ENSG00000268423	1	0.1191
ENSG00000249210	0	0.1311
ENSG00000160014	53	225.1
ENSG00000160013	39	4.468
ENSG00000167414	35	1.909
ENSG00000197380	48	12.93
ENSG00000245598	3	0.29135
ENSG00000105287	53	21.34
ENSG00000243560	0	0.1903
ENSG00000211513	0	0
ENSG00000090372	53	41.21
ENSG00000269487	0	0.1066
ENSG00000222614	0	0
ENSG00000181027	53	9.089
ENSG00000105281	48	35.485
ENSG00000269576	0	0
ENSG00000269014	0	0
ENSG00000042753	53	83.82
ENSG00000160007	53	24.475
ENSG00000252071	0	0
ENSG00000130751	20	0.789
ENSG00000130748	53	20.14
ENSG00000130749	53	15.92
ENSG00000263555	0	0
ENSG00000142230	53	46.25
ENSG00000105327	53	6.43
ENSG00000265134	0	0
ENSG00000105321	53	20.71
ENSG00000257704	53	42.55
ENSG00000197405	49	7.159
ENSG00000134830	34	1.4
ENSG00000269619	2	0.1183
ENSG00000134815	53	12.78
ENSG00000105419	49	8.063
ENSG00000118160	25	0.7818
ENSG00000118162	53	9.374
ENSG00000268061	53	2.552
ENSG00000105402	53	105.7
ENSG00000118156	3	0.2607
ENSG00000264280	0	0
ENSG00000268746	0	0.1098
ENSG00000063169	53	11.3
ENSG00000269806	0	0
ENSG00000024422	51	74.415
ENSG00000105373	53	363.5
ENSG00000221803	36	1.709
ENSG00000269656	9	0.6506
ENSG00000178980	53	233.85
ENSG00000213035	3	0.2252
ENSG00000271150	0	0
ENSG00000178928	1	0
ENSG00000105392	0	0.00718
ENSG00000259009	0	0
ENSG00000259108	1	0
ENSG00000105398	5	0.03833
ENSG00000221072	0	0
ENSG00000188334	0	0
ENSG00000169393	0	0
ENSG00000105507	0	0
ENSG00000105499	52	7.5475
ENSG00000221595	0	0
ENSG00000269420	0	0.1033
ENSG00000105486	53	8.3955
ENSG00000269534	0	0.11965
ENSG00000269321	1	0
ENSG00000185453	53	6.231
ENSG00000178150	3	0.2961
ENSG00000105483	53	6.8325
ENSG00000268583	11	0.531
ENSG00000268001	41	2.102
ENSG00000268186	0	0
ENSG00000105479	14	0.6252
ENSG00000142227	53	57.11
ENSG00000161558	53	8.093
ENSG00000105467	3	0.05631
ENSG00000105438	53	128.4
ENSG00000105464	19	0.6015
ENSG00000105447	53	11.935
ENSG00000182324	32	1.154
ENSG00000269423	10	0.5827
ENSG00000268530	1	0
ENSG00000105443	53	48.46
ENSG00000142235	34	1.886
ENSG00000269814	15	0.192
ENSG00000088002	13	0.44645
ENSG00000105523	14	0.1029
ENSG00000177202	9	0.05357
ENSG00000063177	53	607.6
ENSG00000268093	3	0.35855
ENSG00000063176	53	12.64
ENSG00000105516	53	14.075
ENSG00000063180	53	22.43
ENSG00000232871	2	0.26555
ENSG00000142233	30	1.108
ENSG00000264835	0	0
ENSG00000176920	21	0.7751
ENSG00000176909	49	2.694
ENSG00000105538	51	11.995
ENSG00000182264	7	0.2497
ENSG00000174951	34	1.886
ENSG00000105550	1	0
ENSG00000206758	0	0
ENSG00000105552	53	27
ENSG00000087076	51	21.93
ENSG00000105559	52	17.765
ENSG00000087074	53	66.3
ENSG00000104804	4	0.2258
ENSG00000104805	53	152
ENSG00000235191	2	0.29565
ENSG00000260366	3	0.3418
ENSG00000104808	21	0.7416
ENSG00000087088	53	36.62
ENSG00000267898	3	0.6723
ENSG00000087086	53	3126
ENSG00000104812	53	33.57
ENSG00000183207	53	31.89
ENSG00000104826	9	0.45
ENSG00000268655	3	0.1925
ENSG00000104827	0	0
ENSG00000267019	0	0
ENSG00000267099	0	0
ENSG00000104818	0	0
ENSG00000267631	0	0
ENSG00000267685	0	0
ENSG00000268669	0	0
ENSG00000189052	0	0
ENSG00000213030	0	0
ENSG00000269706	0	0
ENSG00000196337	6	0.09516
ENSG00000268108	4	0
ENSG00000225950	13	0.0468
ENSG00000268287	9	0
ENSG00000104848	1	0.03262
ENSG00000265675	0	0
ENSG00000104852	53	254.25
ENSG00000104863	53	11.275
ENSG00000221916	49	1.806
ENSG00000177380	50	4.1245
ENSG00000130528	47	2.832
ENSG00000130529	51	21.26
ENSG00000269009	0	0
ENSG00000265023	0	0
ENSG00000235555	0	0
ENSG00000063127	37	2.955
ENSG00000265407	0	0
ENSG00000197813	39	3.904
ENSG00000104894	51	6.6665
ENSG00000074219	51	19.91
ENSG00000268157	0	0.15605
ENSG00000104901	2	0.19725
ENSG00000268686	1	0.1383
ENSG00000161609	4	0.0306
ENSG00000142538	2	0
ENSG00000261949	3	0
ENSG00000104888	39	2.162
ENSG00000104872	53	53.27
ENSG00000161618	53	22.455
ENSG00000090554	53	7.714
ENSG00000142541	53	2349
ENSG00000199631	28	1.089
ENSG00000202503	0	0
ENSG00000200259	39	2.049
ENSG00000142534	53	1910
ENSG00000200530	51	4.863
ENSG00000268000	0	0
ENSG00000268681	0	0
ENSG00000104870	53	81.46
ENSG00000142552	53	26.57
ENSG00000142546	53	37.81
ENSG00000207073	0	0
ENSG00000126460	26	0.824
ENSG00000126464	53	18.01
ENSG00000126458	53	94
ENSG00000126461	53	45.18
ENSG00000126456	53	49.26
ENSG00000126453	53	12.46
ENSG00000126457	53	58.34
ENSG00000264413	0	0
ENSG00000224420	48	4.064
ENSG00000169169	48	5.374
ENSG00000243829	36	1.448
ENSG00000126467	17	0.5059
ENSG00000206599	0	0
ENSG00000196961	53	62.24
ENSG00000010361	53	16.36
ENSG00000269194	48	1.885
ENSG00000104973	53	42.71
ENSG00000268006	53	6.521
ENSG00000104960	53	45.09
ENSG00000268047	32	1.3005
ENSG00000265954	0	0
ENSG00000269352	53	26.53
ENSG00000267896	53	9.193
ENSG00000039650	53	26.91
ENSG00000204673	53	22.09
ENSG00000104946	53	69.87
ENSG00000104951	11	0.4908
ENSG00000213024	53	24.11
ENSG00000169136	53	20.77
ENSG00000161640	10	0.4377
ENSG00000161643	17	0.6976
ENSG00000105053	53	14.31
ENSG00000142528	52	3.167
ENSG00000269091	8	0.357
ENSG00000204666	6	0.2957
ENSG00000269540	0	0.04382
ENSG00000267890	15	0
ENSG00000161652	1	0.01898
ENSG00000105357	45	13.945
ENSG00000131398	37	2.473
ENSG00000131408	53	58.92
ENSG00000131401	39	1.845
ENSG00000131400	35	1.199
ENSG00000269392	16	0.5979
ENSG00000062822	53	9.7155
ENSG00000264213	0	0
ENSG00000269404	6	0.089
ENSG00000086967	3	0.2593
ENSG00000142530	41	2.0775
ENSG00000161671	53	77.57
ENSG00000268518	49	2.96
ENSG00000161677	53	42.61
ENSG00000204653	17	0.3683
ENSG00000131409	44	6.669
ENSG00000268231	2	0
ENSG00000213023	15	0.20455
ENSG00000235034	17	0.3081
ENSG00000161681	19	0.3552
ENSG00000105472	52	16.48
ENSG00000269565	0	0
ENSG00000142511	0	0
ENSG00000261341	1	0.05361
ENSG00000142513	1	0.04899
ENSG00000268375	0	0
ENSG00000167747	53	12.63
ENSG00000221241	1	0
ENSG00000180279	10	0.4978
ENSG00000167748	16	0.3532
ENSG00000174562	4	0
ENSG00000267968	1	0
ENSG00000142515	6	0.09693
ENSG00000167751	4	0.0537
ENSG00000267880	0	0
ENSG00000197588	2	0
ENSG00000167749	8	0.1114
ENSG00000228674	0	0
ENSG00000167754	14	0.1895
ENSG00000269495	1	0
ENSG00000167755	24	0.3358
ENSG00000267879	2	0
ENSG00000169035	18	0.2666
ENSG00000129455	10	0.062635
ENSG00000213022	3	0
ENSG00000129451	16	0.3489
ENSG00000167757	16	0.18265
ENSG00000186474	6	0.01787
ENSG00000268906	3	0
ENSG00000268390	0	0
ENSG00000167759	7	0.1272
ENSG00000129437	21	0.8776
ENSG00000142544	53	4.364
ENSG00000268581	0	0
ENSG00000129450	29	1.109
ENSG00000267990	2	0
ENSG00000168995	17	0.6489
ENSG00000267895	2	0
ENSG00000269072	2	0.04217
ENSG00000269681	2	0
ENSG00000171101	23	0.7982
ENSG00000268336	1	0
ENSG00000268652	1	0
ENSG00000269253	0	0
ENSG00000268849	5	0.1997
ENSG00000105383	37	1.74
ENSG00000179213	1	0
ENSG00000268595	1	0
ENSG00000268318	1	0
ENSG00000269021	0	0
ENSG00000142549	23	0.4179
ENSG00000186806	49	3.004
ENSG00000267905	2	0
ENSG00000105379	53	25.56
ENSG00000267984	0	0
ENSG00000268520	1	0.29185
ENSG00000160318	51	2.784
ENSG00000105374	50	2.868
ENSG00000105370	0	0
ENSG00000262874	1	0.058
ENSG00000268889	0	0
ENSG00000268144	0	0
ENSG00000142512	43	1.922
ENSG00000254760	5	0.1387
ENSG00000255441	4	0.06561
ENSG00000268711	0	0
ENSG00000269181	0	0
ENSG00000105366	18	0.5041
ENSG00000268957	0	0
ENSG00000213822	1	0
ENSG00000254521	4	0.1324
ENSG00000268839	0	0
ENSG00000269580	0	0
ENSG00000105492	5	0.1642
ENSG00000268777	0	0
ENSG00000269130	0	0
ENSG00000268267	0	0
ENSG00000105497	52	5.6985
ENSG00000167765	41	1.74
ENSG00000269388	18	0.6466
ENSG00000267808	1	0.06155
ENSG00000105501	7	0.42195
ENSG00000244071	1	0
ENSG00000254415	24	0.86645
ENSG00000243469	1	0
ENSG00000238486	0	0
ENSG00000269959	7	0.2804
ENSG00000207550	0	0
ENSG00000182310	52	13.41
